patch_path,source_image,split,class_id,class_name,source_type,bbox,crop_coordinates,source_index
results/fast_repro/exp06_roi/patches/train/Dent/912__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/912.jpg,train,2,Dent,gt_positive,"[556.84619140625, 49.230770111083984, 678.3845825195312, 165.38461303710938]","[545, 38, 691, 177]",0
results/fast_repro/exp06_roi/patches/train/Dent/913__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/913.jpg,train,2,Dent,gt_positive,"[179.4615478515625, 122.76922607421875, 279.15386962890625, 210.7692413330078]","[169, 114, 289, 220]",0
results/fast_repro/exp06_roi/patches/train/Dent/914__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/914.jpg,train,2,Dent,gt_positive,"[798.3845825195312, 238.46153259277344, 935.3077392578125, 340.0]","[785, 228, 949, 350]",0
results/fast_repro/exp06_roi/patches/train/Dent/916__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/916.jpg,train,2,Dent,gt_positive,"[45.0, 52.0, 80.69230651855469, 147.07693481445312]","[41, 42, 84, 157]",0
results/fast_repro/exp06_roi/patches/train/Dent/917__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/917.jpg,train,2,Dent,gt_positive,"[97.6153793334961, 51.384613037109375, 105.61538696289062, 66.76922607421875]","[97, 50, 106, 68]",0
results/fast_repro/exp06_roi/patches/train/Dent/918__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/918.jpg,train,2,Dent,gt_positive,"[306.5384521484375, 76.6153793334961, 320.076904296875, 88.30769348144531]","[305, 75, 321, 89]",0
results/fast_repro/exp06_roi/patches/train/Dent/919__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/919.jpg,train,2,Dent,gt_positive,"[248.69232177734375, 32.30769348144531, 263.76922607421875, 41.84615707397461]","[247, 31, 265, 43]",0
results/fast_repro/exp06_roi/patches/train/Dent/920__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/920.jpg,train,2,Dent,gt_positive,"[145.0, 2.769230842590332, 161.92306518554688, 21.230770111083984]","[143, 1, 164, 23]",0
results/fast_repro/exp06_roi/patches/train/Dent/921__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/921.jpg,train,2,Dent,gt_positive,"[467.1538391113281, 293.8461608886719, 496.3846130371094, 330.76922607421875]","[464, 290, 499, 334]",0
results/fast_repro/exp06_roi/patches/train/Dent/923__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/923.jpg,train,2,Dent,gt_positive,"[79.46153259277344, 215.07691955566406, 94.53846740722656, 234.15383911132812]","[78, 213, 96, 236]",0
results/fast_repro/exp06_roi/patches/train/Dent/927__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/927.jpg,train,2,Dent,gt_positive,"[209.30770874023438, 217.8461456298828, 225.92308044433594, 235.38461303710938]","[208, 216, 228, 237]",0
results/fast_repro/exp06_roi/patches/train/Dent/929__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/929.jpg,train,2,Dent,gt_positive,"[245.92306518554688, 219.4300537109375, 257.9230651855469, 234.97409057617188]","[245, 218, 259, 237]",0
results/fast_repro/exp06_roi/patches/train/Dent/930__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/930.jpg,train,2,Dent,gt_positive,"[338.84613037109375, 164.0, 360.6922912597656, 187.6923065185547]","[337, 162, 363, 190]",0
results/fast_repro/exp06_roi/patches/train/Dent/931__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/931.jpg,train,2,Dent,gt_positive,"[661.0, 294.6153869628906, 684.0769653320312, 326.1538391113281]","[659, 291, 686, 329]",0
results/fast_repro/exp06_roi/patches/train/Dent/934__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/934.jpg,train,2,Dent,gt_positive,"[203.97488403320312, 195.606689453125, 231.5899658203125, 248.32635498046875]","[201, 190, 234, 254]",0
results/fast_repro/exp06_roi/patches/train/Dent/935__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/935.jpg,train,2,Dent,gt_positive,"[291.15386962890625, 31.076923370361328, 305.3077087402344, 46.76923370361328]","[290, 30, 307, 48]",0
results/fast_repro/exp06_roi/patches/train/Dent/936__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/936.jpg,train,2,Dent,gt_positive,"[369.4615478515625, 300.76922607421875, 394.84613037109375, 335.3846130371094]","[367, 297, 397, 339]",0
results/fast_repro/exp06_roi/patches/train/Dent/938__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/938.jpg,train,2,Dent,gt_positive,"[692.5384521484375, 294.6153869628906, 713.3076782226562, 328.4615478515625]","[690, 291, 715, 332]",0
results/fast_repro/exp06_roi/patches/train/Dent/941__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/941.jpg,train,2,Dent,gt_positive,"[167.76922607421875, 216.92308044433594, 184.38461303710938, 236.0]","[166, 215, 186, 238]",0
results/fast_repro/exp06_roi/patches/train/Dent/942__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/942.jpg,train,2,Dent,gt_positive,"[224.5384521484375, 53.076927185058594, 245.30767822265625, 87.69230651855469]","[222, 50, 247, 91]",0
results/fast_repro/exp06_roi/patches/train/Dent/943__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/943.jpg,train,2,Dent,gt_positive,"[233.2635955810547, 192.25941467285156, 261.50628662109375, 252.71966552734375]","[230, 186, 264, 259]",0
results/fast_repro/exp06_roi/patches/train/Dent/944__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/944.jpg,train,2,Dent,gt_positive,"[81.0, 62.4615364074707, 95.46154022216797, 80.92308044433594]","[80, 61, 97, 83]",0
results/fast_repro/exp06_roi/patches/train/Dent/945__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/945.jpg,train,2,Dent,gt_positive,"[112.3846206665039, 51.384613037109375, 133.3076934814453, 73.23076629638672]","[110, 49, 135, 75]",0
results/fast_repro/exp06_roi/patches/train/Dent/947__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/947.jpg,train,2,Dent,gt_positive,"[335.9486389160156, 79.17261505126953, 343.081298828125, 91.72610473632812]","[335, 78, 344, 93]",0
results/fast_repro/exp06_roi/patches/train/Dent/949__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/949.jpg,train,2,Dent,gt_positive,"[186.5384521484375, 3.384615421295166, 204.07693481445312, 23.076923370361328]","[185, 1, 206, 25]",0
results/fast_repro/exp06_roi/patches/train/Dent/950__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/950.jpg,train,2,Dent,gt_positive,"[278.6611022949219, 197.28033447265625, 301.46441650390625, 249.79078674316406]","[276, 192, 304, 255]",0
results/fast_repro/exp06_roi/patches/train/Dent/952__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/952.jpg,train,2,Dent,gt_positive,"[163.46153259277344, 121.23076629638672, 182.23077392578125, 167.6923065185547]","[162, 117, 184, 172]",0
results/fast_repro/exp06_roi/patches/train/Dent/953__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/953.jpg,train,2,Dent,gt_positive,"[89.61538696289062, 60.92307662963867, 138.5384521484375, 147.38461303710938]","[85, 52, 143, 156]",0
results/fast_repro/exp06_roi/patches/train/Dent/954__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/954.jpg,train,2,Dent,gt_positive,"[80.69230651855469, 108.30769348144531, 95.76922607421875, 123.0769271850586]","[79, 107, 97, 125]",0
results/fast_repro/exp06_roi/patches/train/Dent/958__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/958.jpg,train,2,Dent,gt_positive,"[313.923095703125, 106.46153259277344, 337.0, 143.6923065185547]","[312, 103, 339, 147]",0
results/fast_repro/exp06_roi/patches/train/Dent/959__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/959.jpg,train,2,Dent,gt_positive,"[68.06083679199219, 214.258544921875, 83.26996612548828, 233.84030151367188]","[67, 212, 85, 236]",0
results/fast_repro/exp06_roi/patches/train/Dent/960__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/960.jpg,train,2,Dent,gt_positive,"[557.15380859375, 292.3077087402344, 587.15380859375, 326.1538391113281]","[554, 289, 590, 330]",0
results/fast_repro/exp06_roi/patches/train/Dent/961__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/961.jpg,train,2,Dent,gt_positive,"[459.1538391113281, 173.84616088867188, 498.38458251953125, 219.2307586669922]","[455, 169, 502, 224]",0
results/fast_repro/exp06_roi/patches/train/Dent/963__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/963.jpg,train,2,Dent,gt_positive,"[194.5384521484375, 63.38461685180664, 209.61538696289062, 80.0]","[193, 62, 211, 82]",0
results/fast_repro/exp06_roi/patches/train/Dent/964__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/964.jpg,train,2,Dent,gt_positive,"[783.3076782226562, 296.15386962890625, 801.0, 336.1538391113281]","[782, 292, 803, 340]",0
results/fast_repro/exp06_roi/patches/train/Dent/966__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/966.jpg,train,2,Dent,gt_positive,"[250.84616088867188, 68.92308044433594, 267.15386962890625, 81.53845977783203]","[249, 68, 269, 83]",0
results/fast_repro/exp06_roi/patches/train/Dent/968__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/968.jpg,train,2,Dent,gt_positive,"[261.50628662109375, 197.28033447265625, 285.9832458496094, 251.67364501953125]","[259, 192, 288, 257]",0
results/fast_repro/exp06_roi/patches/train/Dent/969__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/969.jpg,train,2,Dent,gt_positive,"[240.38461303710938, 74.76923370361328, 254.23077392578125, 88.30769348144531]","[239, 73, 256, 90]",0
results/fast_repro/exp06_roi/patches/train/Dent/970__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/970.jpg,train,2,Dent,gt_positive,"[223.4615478515625, 8.0, 241.3076934814453, 27.69230842590332]","[222, 6, 243, 30]",0
results/fast_repro/exp06_roi/patches/train/Dent/971__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/971.jpg,train,2,Dent,gt_positive,"[158.23077392578125, 62.153846740722656, 173.61538696289062, 89.23076629638672]","[157, 59, 175, 92]",0
results/fast_repro/exp06_roi/patches/train/Dent/973__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/973.jpg,train,2,Dent,gt_positive,"[734.8461303710938, 294.6153869628906, 753.3076782226562, 330.76922607421875]","[733, 291, 755, 334]",0
results/fast_repro/exp06_roi/patches/train/Dent/974__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/974.jpg,train,2,Dent,gt_positive,"[806.84619140625, 409.23077392578125, 843.0, 442.30767822265625]","[803, 406, 847, 446]",0
results/fast_repro/exp06_roi/patches/train/Dent/976__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/976.jpg,train,2,Dent,gt_positive,"[100.3846206665039, 32.0, 111.76922607421875, 42.46154022216797]","[99, 31, 113, 44]",0
results/fast_repro/exp06_roi/patches/train/Dent/977__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/977.jpg,train,2,Dent,gt_positive,"[474.5384521484375, 5.384615421295166, 585.3076782226562, 126.15384674072266]","[463, 0, 596, 138]",0
results/fast_repro/exp06_roi/patches/train/Dent/980__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/980.jpg,train,2,Dent,gt_positive,"[236.07691955566406, 121.84615325927734, 334.8461608886719, 213.53846740722656]","[226, 113, 345, 223]",0
results/fast_repro/exp06_roi/patches/train/Dent/981__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/981.jpg,train,2,Dent,gt_positive,"[160.6923065185547, 61.846153259277344, 176.07691955566406, 88.61538696289062]","[159, 59, 178, 91]",0
results/fast_repro/exp06_roi/patches/train/Dent/984__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/984.jpg,train,2,Dent,gt_positive,"[147.4615478515625, 64.61538696289062, 202.23077392578125, 151.6923065185547]","[142, 56, 208, 160]",0
results/fast_repro/exp06_roi/patches/train/Dent/985__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/985.jpg,train,2,Dent,gt_positive,"[305.6153869628906, 66.46154022216797, 313.6153869628906, 80.92308044433594]","[305, 65, 314, 82]",0
results/fast_repro/exp06_roi/patches/train/Dent/986__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/986.jpg,train,2,Dent,gt_positive,"[241.0, 36.61538314819336, 253.0, 50.769229888916016]","[240, 35, 254, 52]",0
results/fast_repro/exp06_roi/patches/train/Dent/991__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/991.jpg,train,2,Dent,gt_positive,"[323.4615478515625, 31.384614944458008, 333.6153869628906, 45.846153259277344]","[322, 30, 335, 47]",0
results/fast_repro/exp06_roi/patches/train/Dent/992__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/992.jpg,train,2,Dent,gt_positive,"[334.5384826660156, 88.46154022216797, 353.76922607421875, 122.30769348144531]","[333, 85, 356, 126]",0
results/fast_repro/exp06_roi/patches/train/Dent/992__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/992.jpg,train,2,Dent,gt_positive,"[576.8461303710938, 650.7692260742188, 601.4615478515625, 668.4615478515625]","[574, 649, 604, 670]",1
results/fast_repro/exp06_roi/patches/train/Dent/995__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/995.jpg,train,2,Dent,gt_positive,"[250.23077392578125, 31.69230842590332, 266.5384521484375, 46.76923370361328]","[249, 30, 268, 48]",0
results/fast_repro/exp06_roi/patches/train/Dent/996__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/996.jpg,train,2,Dent,gt_positive,"[15.461538314819336, 128.0, 40.69230651855469, 181.8461456298828]","[13, 123, 43, 187]",0
results/fast_repro/exp06_roi/patches/train/Dent/997__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/997.jpg,train,2,Dent,gt_positive,"[218.23077392578125, 76.0, 235.4615478515625, 96.92308044433594]","[217, 74, 237, 99]",0
results/fast_repro/exp06_roi/patches/train/Dent/998__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/998.jpg,train,2,Dent,gt_positive,"[904.5384521484375, 310.76922607421875, 943.0, 348.4615478515625]","[901, 307, 947, 352]",0
results/fast_repro/exp06_roi/patches/train/Dent/999__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/999.jpg,train,2,Dent,gt_positive,"[133.54922485351562, 53.49740982055664, 143.9119110107422, 66.58031463623047]","[133, 52, 145, 68]",0
results/fast_repro/exp06_roi/patches/train/Dent/1001__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/1001.jpg,train,2,Dent,gt_positive,"[456.84613037109375, 153.84616088867188, 482.2308044433594, 189.23077392578125]","[454, 150, 485, 193]",0
results/fast_repro/exp06_roi/patches/train/Dent/1001__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/1001.jpg,train,2,Dent,gt_positive,"[636.8461303710938, 690.7692260742188, 659.923095703125, 705.3846435546875]","[635, 689, 662, 707]",1
results/fast_repro/exp06_roi/patches/train/Dent/1003__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/1003.jpg,train,2,Dent,gt_positive,"[103.15385437011719, 2.153846263885498, 118.53846740722656, 21.538461685180664]","[102, 0, 120, 23]",0
results/fast_repro/exp06_roi/patches/train/Dent/1004__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/1004.jpg,train,2,Dent,gt_positive,"[153.88601684570312, 216.580322265625, 171.15716552734375, 235.40586853027344]","[152, 215, 173, 237]",0
results/fast_repro/exp06_roi/patches/train/Dent/1005__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/1005.jpg,train,2,Dent,gt_positive,"[163.46153259277344, 42.153846740722656, 185.0, 62.153846740722656]","[161, 40, 187, 64]",0
results/fast_repro/exp06_roi/patches/train/Dent/1008__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/1008.jpg,train,2,Dent,gt_positive,"[180.07693481445312, 44.0, 191.15383911132812, 57.53845977783203]","[179, 43, 192, 59]",0
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[129.0, 180.0, 178.0, 225.0]","[124, 176, 183, 230]",0
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[24.0, 106.0, 107.0, 315.0]","[16, 85, 115, 336]",1
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt2.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[106.0, 323.0, 175.0, 358.0]","[99, 320, 182, 362]",2
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt3.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[208.0, 281.0, 238.0, 317.0]","[205, 277, 241, 321]",3
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt4.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[148.0, 239.0, 184.0, 269.0]","[144, 236, 188, 272]",4
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt5.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[245.0, 218.0, 287.0, 259.0]","[241, 214, 291, 263]",5
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt6.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[299.0, 232.0, 319.0, 249.99998474121094]","[297, 230, 321, 252]",6
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt7.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[328.0, 188.0, 362.0, 221.0]","[325, 185, 365, 224]",7
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt8.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[395.0, 168.0, 421.0, 195.0]","[392, 165, 424, 198]",8
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt9.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[309.0, 255.0, 353.0, 302.0]","[305, 250, 357, 307]",9
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt10.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[338.0, 242.0, 417.0, 338.0]","[330, 232, 425, 348]",10
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt11.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[500.0, 233.0, 525.0, 265.0]","[498, 230, 528, 268]",11
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt12.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[502.0, 267.0, 520.0, 288.0]","[500, 265, 522, 290]",12
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt13.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[507.0, 308.0, 525.0, 322.0]","[505, 307, 527, 323]",13
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt14.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[376.0, 331.0, 420.0, 374.0]","[372, 327, 424, 378]",14
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt15.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[460.0, 334.0, 484.0, 358.0]","[458, 332, 486, 360]",15
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt16.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[453.0, 358.0, 480.0, 370.0]","[450, 357, 483, 371]",16
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt17.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[551.0, 319.0, 576.0, 345.0]","[548, 316, 578, 348]",17
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt18.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[358.0, 411.0, 390.0, 452.0]","[355, 407, 393, 456]",18
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt19.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[187.0, 380.0, 224.0, 399.0]","[183, 378, 228, 401]",19
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt20.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[227.0, 405.0, 261.0, 425.0]","[224, 403, 264, 427]",20
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt21.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[222.0, 433.0, 238.0, 443.0]","[220, 432, 240, 444]",21
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt22.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[326.0, 438.0, 351.0, 453.0]","[324, 436, 354, 454]",22
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt23.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[85.0, 156.0, 107.0, 192.0]","[83, 152, 109, 196]",23
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt24.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[301.0, 339.0, 329.0, 360.0]","[298, 337, 332, 362]",24
results/fast_repro/exp06_roi/patches/val/corrosion/10__gt25.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/10.png,val,6,corrosion,gt_positive,"[87.76202392578125, 377.0606994628906, 166.334716796875, 411.645263671875]","[80, 374, 174, 415]",25
results/fast_repro/exp06_roi/patches/val/corrosion/32__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/32.png,val,6,corrosion,gt_positive,"[4.007936477661133, 19.365079879760742, 718.0079345703125, 297.36505126953125]","[0, 0, 720, 325]",0
results/fast_repro/exp06_roi/patches/val/corrosion/32__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/32.png,val,6,corrosion,gt_positive,"[8.007936477661133, 295.3650817871094, 137.0079345703125, 388.3650817871094]","[0, 286, 150, 398]",1
results/fast_repro/exp06_roi/patches/val/corrosion/32__gt2.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/32.png,val,6,corrosion,gt_positive,"[127.26190185546875, 426.3650817871094, 168.0079345703125, 457.3650817871094]","[123, 423, 172, 460]",2
results/fast_repro/exp06_roi/patches/val/Material missing/35__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/35.png,val,3,Material missing,gt_positive,"[217.37322998046875, 368.8591613769531, 432.37322998046875, 478.8591613769531]","[196, 358, 454, 480]",0
results/fast_repro/exp06_roi/patches/val/corrosion/41__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/41.png,val,6,corrosion,gt_positive,"[140.3732452392578, 99.8591537475586, 210.37322998046875, 147.85916137695312]","[133, 95, 217, 153]",0
results/fast_repro/exp06_roi/patches/val/corrosion/41__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/41.png,val,6,corrosion,gt_positive,"[2.373239517211914, 220.63380432128906, 35.37323760986328, 236.85916137695312]","[0, 219, 39, 238]",1
results/fast_repro/exp06_roi/patches/val/Burn/42__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/42.png,val,0,Burn,gt_positive,"[448.0079650878906, 244.2063446044922, 609.0079345703125, 338.3650817871094]","[432, 235, 625, 348]",0
results/fast_repro/exp06_roi/patches/val/corrosion/42__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/42.png,val,6,corrosion,gt_positive,"[630.8333129882812, 186.36508178710938, 716.0079345703125, 222.36508178710938]","[622, 183, 720, 226]",1
results/fast_repro/exp06_roi/patches/val/corrosion/45__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/45.png,val,6,corrosion,gt_positive,"[36.0, 81.0, 342.0, 262.0]","[5, 63, 373, 280]",0
results/fast_repro/exp06_roi/patches/val/corrosion/47__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/47.png,val,6,corrosion,gt_positive,"[249.0079345703125, 3.365079402923584, 461.0079650878906, 299.3650817871094]","[228, 0, 482, 329]",0
results/fast_repro/exp06_roi/patches/val/corrosion/47__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/47.png,val,6,corrosion,gt_positive,"[230.0079345703125, 15.634920120239258, 398.0079345703125, 269.3650817871094]","[213, 0, 415, 295]",1
results/fast_repro/exp06_roi/patches/val/corrosion/47__gt2.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/47.png,val,6,corrosion,gt_positive,"[257.0079345703125, 376.3650817871094, 321.0079345703125, 428.3650817871094]","[251, 371, 327, 434]",2
results/fast_repro/exp06_roi/patches/val/corrosion/47__gt3.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/47.png,val,6,corrosion,gt_positive,"[261.0079345703125, 295.0, 315.0079345703125, 320.3650817871094]","[256, 292, 320, 323]",3
results/fast_repro/exp06_roi/patches/val/corrosion/47__gt4.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/47.png,val,6,corrosion,gt_positive,"[262.579345703125, 238.3650665283203, 290.0079345703125, 266.3650817871094]","[260, 236, 293, 269]",4
results/fast_repro/exp06_roi/patches/val/corrosion/51__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/51.png,val,6,corrosion,gt_positive,"[54.246028900146484, 35.36507797241211, 321.0079345703125, 134.6825408935547]","[28, 25, 348, 145]",0
results/fast_repro/exp06_roi/patches/val/corrosion/60__gt0.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/60.png,val,6,corrosion,gt_positive,"[21.007936477661133, 95.36508178710938, 666.0079345703125, 203.36508178710938]","[0, 85, 720, 214]",0
results/fast_repro/exp06_roi/patches/val/Material missing/60__gt1.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/images/val/60.png,val,3,Material missing,gt_positive,"[638.0, 271.0, 665.0, 321.0]","[635, 266, 668, 326]",1
