dataset_index,image_stem,is_hard,image_path,label_path,image_decode_ok,image_finite,label_parse_ok,polygon_finite,coordinate_range_ok,class_id_ok,instance_count,degenerate_polygon_count,degenerate_bbox_count,relative_polygon_area_sum,valid_image,valid_target
262,43,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/43.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/43.txt,True,True,True,True,True,True,3,0,0,0.11899981220682568,True,True
263,431,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/431.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/431.txt,True,True,True,True,True,True,2,0,0,0.02999991834979876,True,True
264,434,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/434.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/434.txt,True,True,True,True,True,True,1,0,0,0.02553086305656943,True,True
265,435,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/435.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/435.txt,True,True,True,True,True,True,1,0,0,0.014914228958367914,True,True
266,436,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/436.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/436.txt,True,True,True,True,True,True,1,0,0,0.005232891006514251,True,True
267,439,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/439.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/439.txt,True,True,True,True,True,True,1,0,0,0.007742698246381963,True,True
268,44,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/44.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/44.txt,True,True,True,True,True,True,3,0,0,0.24200894897269254,True,True
269,441,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/441.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/441.txt,True,True,True,True,True,True,1,0,0,0.009967992373000278,True,True
270,442,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/442.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/442.txt,True,True,True,True,True,True,1,0,0,0.00357032595133866,True,True
271,443,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/443.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/443.txt,True,True,True,True,True,True,1,0,0,0.02512921429180004,True,True
272,444,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/444.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/444.txt,True,True,True,True,True,True,1,0,0,0.006157519371129183,True,True
273,445,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/445.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/445.txt,True,True,True,True,True,True,1,0,0,0.009880947431192055,True,True
274,446,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/446.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/446.txt,True,True,True,True,True,True,1,0,0,0.004385522282722043,True,True
275,447,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/447.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/447.txt,True,True,True,True,True,True,1,0,0,0.003907854555293966,True,True
276,448,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/448.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/448.txt,True,True,True,True,True,True,1,0,0,0.003651004322501983,True,True
277,449,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/449.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/449.txt,True,True,True,True,True,True,1,0,0,0.006353200723788532,True,True
278,450,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/450.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/450.txt,True,True,True,True,True,True,1,0,0,0.007434944082213235,True,True
279,451,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/451.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/451.txt,True,True,True,True,True,True,1,0,0,0.003850694319696757,True,True
280,452,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/452.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/452.txt,True,True,True,True,True,True,1,0,0,0.0035562926957362073,True,True
281,455,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/455.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/455.txt,True,True,True,True,True,True,1,0,0,0.003935360335537208,True,True
282,456,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/456.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/456.txt,True,True,True,True,True,True,1,0,0,0.00560678856461827,True,True
283,457,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/457.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/457.txt,True,True,True,True,True,True,1,0,0,0.01244826948575195,True,True
284,458,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/458.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/458.txt,True,True,True,True,True,True,1,0,0,0.008225880214324022,True,True
285,459,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/459.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/459.txt,True,True,True,True,True,True,1,0,0,0.003082461561348282,True,True
286,461,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/461.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/461.txt,True,True,True,True,True,True,1,0,0,0.006519462437893253,True,True
287,462,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/462.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/462.txt,True,True,True,True,True,True,1,0,0,0.008704917642828214,True,True
288,463,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/463.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/463.txt,True,True,True,True,True,True,1,0,0,0.0037223110538131543,True,True
289,465,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/465.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/465.txt,True,True,True,True,True,True,1,0,0,0.003036355306095029,True,True
290,466,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/466.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/466.txt,True,True,True,True,True,True,1,0,0,0.007600473378648331,True,True
291,467,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/467.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/467.txt,True,True,True,True,True,True,1,0,0,0.007029682076801436,True,True
292,468,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/468.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/468.txt,True,True,True,True,True,True,1,0,0,0.0016696954370196693,True,True
293,469,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/469.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/469.txt,True,True,True,True,True,True,1,0,0,0.002112420225840239,True,True
294,470,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/470.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/470.txt,True,True,True,True,True,True,1,0,0,0.004229105415141987,True,True
295,471,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/471.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/471.txt,True,True,True,True,True,True,1,0,0,0.00035111840854762377,True,True
296,474,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/474.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/474.txt,True,True,True,True,True,True,1,0,0,0.0017197709271936645,True,True
297,476,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/476.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/476.txt,True,True,True,True,True,True,2,0,0,0.0019120788956246138,True,True
298,478,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/478.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/478.txt,True,True,True,True,True,True,1,0,0,0.003520978938038155,True,True
299,48,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/48.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/48.txt,True,True,True,True,True,True,4,0,0,0.25644780533428,True,True
300,480,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/480.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/480.txt,True,True,True,True,True,True,1,0,0,0.005091719917963644,True,True
301,481,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/481.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/481.txt,True,True,True,True,True,True,1,0,0,0.001704171701153001,True,True
302,482,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/482.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/482.txt,True,True,True,True,True,True,4,0,0,0.0007313102618224931,True,True
303,483,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/483.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/483.txt,True,True,True,True,True,True,1,0,0,0.001617745978691687,True,True
304,485,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/485.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/485.txt,True,True,True,True,True,True,1,0,0,0.0047313957467736145,True,True
305,486,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/486.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/486.txt,True,True,True,True,True,True,1,0,0,0.0012974963620329127,True,True
306,487,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/487.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/487.txt,True,True,True,True,True,True,1,0,0,0.0032208939569642325,True,True
307,488,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/488.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/488.txt,True,True,True,True,True,True,1,0,0,0.009303877811561279,True,True
308,489,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/489.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/489.txt,True,True,True,True,True,True,3,0,0,0.0009593841103929801,True,True
309,49,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/49.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/49.txt,True,True,True,True,True,True,1,0,0,0.3393066552487616,True,True
310,492,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/492.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/492.txt,True,True,True,True,True,True,1,0,0,0.0022807820904349185,True,True
311,494,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/494.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/494.txt,True,True,True,True,True,True,1,0,0,0.0014621689581351127,True,True
312,495,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/495.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/495.txt,True,True,True,True,True,True,1,0,0,0.0013657511882518847,True,True
313,497,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/497.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/497.txt,True,True,True,True,True,True,1,0,0,0.001275782104254386,True,True
314,498,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/498.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/498.txt,True,True,True,True,True,True,1,0,0,0.0016766705585169461,True,True
315,499,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/499.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/499.txt,True,True,True,True,True,True,1,0,0,0.0016945366280456398,True,True
316,50,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/50.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/50.txt,True,True,True,True,True,True,7,0,0,0.09688653323423559,True,True
317,501,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/501.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/501.txt,True,True,True,True,True,True,1,0,0,0.002531412809954503,True,True
318,503,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/503.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/503.txt,True,True,True,True,True,True,1,0,0,0.0017201140015945526,True,True
319,505,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/505.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/505.txt,True,True,True,True,True,True,1,0,0,0.0016147628608242925,True,True
320,508,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/508.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/508.txt,True,True,True,True,True,True,1,0,0,0.0015895005111250526,True,True
321,510,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/510.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/510.txt,True,True,True,True,True,True,2,0,0,0.0012207129789589821,True,True
322,512,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/512.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/512.txt,True,True,True,True,True,True,1,0,0,0.002724893545130058,True,True
323,513,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/513.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/513.txt,True,True,True,True,True,True,1,0,0,0.0012067980915002607,True,True
324,514,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/514.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/514.txt,True,True,True,True,True,True,1,0,0,0.0017828036555709303,True,True
325,518,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/518.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/518.txt,True,True,True,True,True,True,1,0,0,0.0013767836645324216,True,True
326,52,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/52.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/52.txt,True,True,True,True,True,True,1,0,0,0.02306693350144462,True,True
327,520,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/520.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/520.txt,True,True,True,True,True,True,1,0,0,0.0016474468627123429,True,True
328,524,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/524.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/524.txt,True,True,True,True,True,True,1,0,0,0.0016571614056557493,True,True
329,526,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/526.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/526.txt,True,True,True,True,True,True,1,0,0,0.0012524813007539493,True,True
330,528,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/528.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/528.txt,True,True,True,True,True,True,1,0,0,0.0017120601693649817,True,True
331,529,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/529.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/529.txt,True,True,True,True,True,True,1,0,0,0.004040825838735884,True,True
332,53,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/53.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/53.txt,True,True,True,True,True,True,1,0,0,0.011041095109026955,True,True
333,530,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/530.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/530.txt,True,True,True,True,True,True,1,0,0,0.0027604599106485495,True,True
334,531,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/531.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/531.txt,True,True,True,True,True,True,1,0,0,0.0011362640641783273,True,True
335,532,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/532.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/532.txt,True,True,True,True,True,True,1,0,0,0.004063373443651486,True,True
336,533,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/533.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/533.txt,True,True,True,True,True,True,1,0,0,0.00048258238456000413,True,True
337,534,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/534.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/534.txt,True,True,True,True,True,True,1,0,0,0.0024587095931272174,True,True
338,536,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/536.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/536.txt,True,True,True,True,True,True,1,0,0,0.004459312282815375,True,True
339,537,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/537.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/537.txt,True,True,True,True,True,True,1,0,0,0.003674018788245803,True,True
340,54,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/54.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/54.txt,True,True,True,True,True,True,11,0,0,0.20398682958805947,True,True
341,541,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/541.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/541.txt,True,True,True,True,True,True,3,0,0,0.0006916356609298902,True,True
342,542,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/542.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/542.txt,True,True,True,True,True,True,1,0,0,0.0021966104199613312,True,True
343,544,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/544.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/544.txt,True,True,True,True,True,True,1,0,0,0.0023190409519724398,True,True
344,546,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/546.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/546.txt,True,True,True,True,True,True,1,0,0,0.001279847966134895,True,True
345,547,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/547.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/547.txt,True,True,True,True,True,True,1,0,0,0.002789155400085619,True,True
346,55,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/55.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/55.txt,True,True,True,True,True,True,2,0,0,0.08383747801071628,True,True
347,551,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/551.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/551.txt,True,True,True,True,True,True,1,0,0,0.010470116289604814,True,True
348,553,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/553.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/553.txt,True,True,True,True,True,True,2,0,0,0.42999587305195236,True,True
349,556,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/556.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/556.txt,True,True,True,True,True,True,1,0,0,0.04118238363753335,True,True
350,557,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/557.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/557.txt,True,True,True,True,True,True,1,0,0,0.013278955780546386,True,True
351,558,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/558.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/558.txt,True,True,True,True,True,True,1,0,0,0.04554971179628353,True,True
352,559,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/559.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/559.txt,True,True,True,True,True,True,2,0,0,0.41339608698473995,True,True
353,56,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/56.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/56.txt,True,True,True,True,True,True,3,0,0,0.011640558653736033,True,True
354,560,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/560.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/560.txt,True,True,True,True,True,True,1,0,0,0.010260640279373234,True,True
355,562,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/562.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/562.txt,True,True,True,True,True,True,3,0,0,0.46106816571386755,True,True
356,563,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/563.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/563.txt,True,True,True,True,True,True,1,0,0,0.0433477541150431,True,True
357,567,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/567.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/567.txt,True,True,True,True,True,True,1,0,0,0.48403238474173094,True,True
358,569,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/569.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/569.txt,True,True,True,True,True,True,1,0,0,0.012194271106132248,True,True
359,57,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/57.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/57.txt,True,True,True,True,True,True,3,0,0,0.05991126543197556,True,True
360,570,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/570.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/570.txt,True,True,True,True,True,True,2,0,0,0.007177029328615081,True,True
361,572,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/572.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/572.txt,True,True,True,True,True,True,4,0,0,0.5811814515647062,True,True
362,573,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/573.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/573.txt,True,True,True,True,True,True,1,0,0,0.02853546515975225,True,True
363,578,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/578.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/578.txt,True,True,True,True,True,True,4,0,0,0.09616261624569966,True,True
364,579,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/579.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/579.txt,True,True,True,True,True,True,2,0,0,0.012793724627255365,True,True
365,58,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/58.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/58.txt,True,True,True,True,True,True,12,0,0,0.023725565842606156,True,True
366,580,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/580.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/580.txt,True,True,True,True,True,True,1,0,0,0.34561556258461223,True,True
367,582,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/582.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/582.txt,True,True,True,True,True,True,2,0,0,0.47110277411065304,True,True
368,583,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/583.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/583.txt,True,True,True,True,True,True,2,0,0,0.15039539978522898,True,True
369,584,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/584.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/584.txt,True,True,True,True,True,True,6,0,0,0.027384736612583782,True,True
370,585,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/585.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/585.txt,True,True,True,True,True,True,1,0,0,0.008907110689547082,True,True
371,586,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/586.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/586.txt,True,True,True,True,True,True,1,0,0,0.03743545618348776,True,True
372,588,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/588.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/588.txt,True,True,True,True,True,True,2,0,0,0.014170207494157872,True,True
373,59,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/59.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/59.txt,True,True,True,True,True,True,1,0,0,0.03742669754202943,True,True
374,590,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/590.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/590.txt,True,True,True,True,True,True,1,0,0,0.022283004919220417,True,True
375,591,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/591.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/591.txt,True,True,True,True,True,True,1,0,0,0.41333171212839304,True,True
376,593,True,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/593.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/593.txt,True,True,True,True,True,True,2,0,0,0.36973771233282143,True,True
377,594,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/594.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/594.txt,True,True,True,True,True,True,2,0,0,0.0607708189677465,True,True
378,6,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/6.png,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/6.txt,True,True,True,True,True,True,3,0,0,0.011935401559762582,True,True
379,602,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/602.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/602.txt,True,True,True,True,True,True,2,0,0,0.022247604307819913,True,True
380,604,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/604.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/604.txt,True,True,True,True,True,True,1,0,0,0.32576580757301343,True,True
381,606,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/606.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/606.txt,True,True,True,True,True,True,1,0,0,0.015487659037287216,True,True
382,608,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/608.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/608.txt,True,True,True,True,True,True,1,0,0,0.16508182270396787,True,True
383,610,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/610.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/610.txt,True,True,True,True,True,True,1,0,0,0.35551651082752755,True,True
384,612,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/612.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/612.txt,True,True,True,True,True,True,2,0,0,0.5746805514392213,True,True
385,613,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/613.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/613.txt,True,True,True,True,True,True,1,0,0,0.007111765629902678,True,True
386,615,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/615.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/615.txt,True,True,True,True,True,True,1,0,0,0.03708421880947199,True,True
387,616,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/616.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/616.txt,True,True,True,True,True,True,2,0,0,0.048380574230379114,True,True
388,617,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/617.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/617.txt,True,True,True,True,True,True,2,0,0,0.2946941847565885,True,True
389,618,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/618.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/618.txt,True,True,True,True,True,True,2,0,0,0.0801492503561965,True,True
390,619,False,/root/autodl-tmp/borescope-new-seg-data/v1/images/train/619.jpg,/root/autodl-tmp/borescope-new-seg-data/v1/labels/train/619.txt,True,True,True,True,True,True,1,0,0,0.02829141848663852,True,True
